_id,Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2001,2015,S08000019,"",65-74 years,"",All,d,Cerebrovascular Disease,36,"",114.383757506434,"",118.38476241461925
2002,2015,S08000019,"",75plus years,"",All,d,Cerebrovascular Disease,183,"",765.97882047633,"",818.1567580246988
2003,2015,S08000019,"",under75 years,"",All,d,Cerebrovascular Disease,53,"",19.0128390473491,"",19.73522532731282
2004,2015,S08000019,"",All,d,All,d,Cerebrovascular Disease,236,"",77.9778622170824,"",91.59316327007755
2005,2015,S08000020,"",0-44 years,"",All,d,Cerebrovascular Disease,4,"",1.21108261702843,"",1.2952748461110246
2006,2015,S08000020,"",45-64 years,"",All,d,Cerebrovascular Disease,20,"",12.7379610345772,"",12.93634683116466
2007,2015,S08000020,"",65-74 years,"",All,d,Cerebrovascular Disease,58,"",103.423680456491,"",103.28513992860682
2008,2015,S08000020,"",75plus years,"",All,d,Cerebrovascular Disease,400,"",899.968501102461,"",912.5682373437584
2009,2015,S08000020,"",under75 years,"",All,d,Cerebrovascular Disease,82,"",15.090895037304,"",16.45331870292561
2010,2015,S08000020,"",All,d,All,d,Cerebrovascular Disease,482,"",81.9978905107006,"",97.10366138060056
2011,2015,S08000022,"",0-44 years,"",All,d,Cerebrovascular Disease,3,"",1.93708352704169,"",2.0194569271670124
2012,2015,S08000022,"",45-64 years,"",All,d,Cerebrovascular Disease,21,"",21.9373844369927,"",21.72452575373419
2013,2015,S08000022,"",65-74 years,"",All,d,Cerebrovascular Disease,40,"",100.155240622966,"",103.74488177839862
2014,2015,S08000022,"",75plus years,"",All,d,Cerebrovascular Disease,253,"",830.515707579687,"",894.7531545133955
2015,2015,S08000022,"",under75 years,"",All,d,Cerebrovascular Disease,64,"",22.0281754131143,"",19.495295222133628
2016,2015,S08000022,"",All,d,All,d,Cerebrovascular Disease,317,"",98.7538940809969,"",98.2685025583472
2017,2015,S08000024,"",0-44 years,"",All,d,Cerebrovascular Disease,8,"",1.57415861222177,"",1.7587511964542706
2018,2015,S08000024,"",45-64 years,"",All,d,Cerebrovascular Disease,41,"",18.5549747697599,"",19.237721245732
2019,2015,S08000024,"",65-74 years,"",All,d,Cerebrovascular Disease,56,"",73.3627657762698,"",76.78313297783569
2020,2015,S08000024,"",75plus years,"",All,d,Cerebrovascular Disease,469,"",752.881497415481,"",748.4729717977366
2021,2015,S08000024,"",under75 years,"",All,d,Cerebrovascular Disease,105,"",13.0352846533732,"",15.50544037239234
2022,2015,S08000024,"",All,d,All,d,Cerebrovascular Disease,574,"",66.1442728739341,"",81.4725182006733
2023,2015,S08000025,"",0-44 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2024,2015,S08000025,"",45-64 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2025,2015,S08000025,"",65-74 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2026,2015,S08000025,"",75plus years,"",All,d,Cerebrovascular Disease,,c,,c,447.90836949626146
2027,2015,S08000025,"",under75 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2028,2015,S08000025,"",All,d,All,d,Cerebrovascular Disease,10,"",46.1467466543609,"",40.31175325466353
2029,2015,S08000026,"",0-44 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2030,2015,S08000026,"",45-64 years,"",All,d,Cerebrovascular Disease,,c,,c,14.798372179060305
2031,2015,S08000026,"",65-74 years,"",All,d,Cerebrovascular Disease,,c,,c,127.95207720350434
2032,2015,S08000026,"",75plus years,"",All,d,Cerebrovascular Disease,,c,,c,550.6579457894949
2033,2015,S08000026,"",under75 years,"",All,d,Cerebrovascular Disease,,c,,c,19.07311728991092
2034,2015,S08000026,"",All,d,All,d,Cerebrovascular Disease,14,"",60.3448275862069,"",66.91575185487346
2035,2015,S08000028,"",0-44 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2036,2015,S08000028,"",45-64 years,"",All,d,Cerebrovascular Disease,,c,,c,12.81042402503523
2037,2015,S08000028,"",65-74 years,"",All,d,Cerebrovascular Disease,,c,,c,156.9104875929337
2038,2015,S08000028,"",75plus years,"",All,d,Cerebrovascular Disease,,c,,c,780.0943933795809
2039,2015,S08000028,"",under75 years,"",All,d,Cerebrovascular Disease,,c,,c,21.835564355925683
2040,2015,S08000028,"",All,d,All,d,Cerebrovascular Disease,29,"",107.129663834503,"",90.07885896805465
2041,2015,S08000029,"",0-44 years,"",All,d,Cerebrovascular Disease,3,"",1.55752726970661,"",1.890373465279441
2042,2015,S08000029,"",45-64 years,"",All,d,Cerebrovascular Disease,17,"",16.4880461665293,"",16.558166638761847
2043,2015,S08000029,"",65-74 years,"",All,d,Cerebrovascular Disease,25,"",60.7651548296145,"",63.91829363940699
2044,2015,S08000029,"",75plus years,"",All,d,Cerebrovascular Disease,218,"",698.270339525945,"",711.8158501977791
2045,2015,S08000029,"",under75 years,"",All,d,Cerebrovascular Disease,45,"",13.3586653209048,"",13.318831497429144
2046,2015,S08000029,"",All,d,All,d,Cerebrovascular Disease,263,"",71.4518582916757,"",76.18356318046065
2047,2015,S08000030,"",0-44 years,"",All,d,Cerebrovascular Disease,2,"",0.923241686208616,"",1.1049281741374888
2048,2015,S08000030,"",45-64 years,"",All,d,Cerebrovascular Disease,12,"",10.5987405163353,"",10.522972160210742
2049,2015,S08000030,"",65-74 years,"",All,d,Cerebrovascular Disease,30,"",65.5780706931602,"",70.33729317202747
2050,2015,S08000030,"",75plus years,"",All,d,Cerebrovascular Disease,265,"",671.838555927391,"",702.0712453764928
2051,2015,S08000030,"",under75 years,"",All,d,Cerebrovascular Disease,44,"",11.7147147466959,"",11.835895186321949
2052,2015,S08000030,"",All,d,All,d,Cerebrovascular Disease,309,"",74.4506553585197,"",73.95707670343734
2053,2015,S08000031,"",0-44 years,"",All,d,Cerebrovascular Disease,14,"",2.14210085010802,"",2.3956716621083514
2054,2015,S08000031,"",45-64 years,"",All,d,Cerebrovascular Disease,73,"",23.7112297033498,"",24.61174235515425
2055,2015,S08000031,"",65-74 years,"",All,d,Cerebrovascular Disease,122,"",120.759796885981,"",127.16265012414796
2056,2015,S08000031,"",75plus years,"",All,d,Cerebrovascular Disease,755,"",863.567735736835,"",893.6651821805393
2057,2015,S08000031,"",under75 years,"",All,d,Cerebrovascular Disease,209,"",19.6712917732587,"",23.26137657658233
2058,2015,S08000031,"",All,d,All,d,Cerebrovascular Disease,964,"",83.8341058709964,"",101.59771908093845
2059,2015,S08000032,"",0-44 years,"",All,d,Cerebrovascular Disease,7,"",1.98423946935767,"",2.1275406526744485
2060,2015,S08000032,"",45-64 years,"",All,d,Cerebrovascular Disease,50,"",26.661547649518,"",27.614954502485105
2061,2015,S08000032,"",65-74 years,"",All,d,Cerebrovascular Disease,77,"",118.839998147948,"",125.03760537834448
2062,2015,S08000032,"",75plus years,"",All,d,Cerebrovascular Disease,379,"",767.501670683056,"",813.2672690838746
2063,2015,S08000032,"",under75 years,"",All,d,Cerebrovascular Disease,134,"",22.1447706115758,"",23.731630176185632
2064,2015,S08000032,"",All,d,All,d,Cerebrovascular Disease,513,"",78.3816406667787,"",94.78983767787764
2065,2015,S92000003,d,0-44 years,"",All,d,Cerebrovascular Disease,47,"",1.61563494625264,"",1.758837803906055
2066,2015,S92000003,d,45-64 years,"",All,d,Cerebrovascular Disease,283,"",19.1096264574466,"",19.504111171196236
2067,2015,S92000003,d,65-74 years,"",All,d,Cerebrovascular Disease,530,"",97.197591700426,"",101.22348374683196
2068,2015,S92000003,d,75plus years,"",All,d,Cerebrovascular Disease,3450,"",788.180491047869,"",815.7317286333845
2069,2015,S92000003,d,under75 years,"",All,d,Cerebrovascular Disease,860,"",17.4255458096324,"",18.40310732735564
2070,2015,S92000003,d,All,d,All,d,Cerebrovascular Disease,4310,"",80.2158942862461,"",90.16268324489825
2071,2016,S08000015,"",0-44 years,"",All,d,Cerebrovascular Disease,4,"",2.20744460693689,"",2.2364656282202673
2072,2016,S08000015,"",45-64 years,"",All,d,Cerebrovascular Disease,30,"",27.5345558676139,"",27.551923574387125
2073,2016,S08000015,"",65-74 years,"",All,d,Cerebrovascular Disease,56,"",123.163543591097,"",128.7119713318719
2074,2016,S08000015,"",75plus years,"",All,d,Cerebrovascular Disease,247,"",707.067815532591,"",796.0063720269927
2075,2016,S08000015,"",under75 years,"",All,d,Cerebrovascular Disease,90,"",26.8154826637905,"",24.20187711681108
2076,2016,S08000015,"",All,d,All,d,Cerebrovascular Disease,337,"",90.9434369602763,"",93.66428165872745
2077,2016,S08000016,"",0-44 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2078,2016,S08000016,"",45-64 years,"",All,d,Cerebrovascular Disease,6,"",17.0015017993256,"",16.76520171512509
2079,2016,S08000016,"",65-74 years,"",All,d,Cerebrovascular Disease,8,"",51.776584039868,"",53.9103222442762
2080,2016,S08000016,"",75plus years,"",All,d,Cerebrovascular Disease,83,"",703.867028493894,"",760.2416814158099
2081,2016,S08000016,"",under75 years,"",All,d,Cerebrovascular Disease,14,"",13.6268955985127,"",11.102595923249616
2082,2016,S08000016,"",All,d,All,d,Cerebrovascular Disease,97,"",84.6939666462935,"",78.52511361758005
2083,2016,S08000017,"",0-44 years,"",All,d,Cerebrovascular Disease,2,"",2.96568700139387,"",2.7419780443022392
2084,2016,S08000017,"",45-64 years,"",All,d,Cerebrovascular Disease,5,"",11.0680686220255,"",10.721024489318465
2085,2016,S08000017,"",65-74 years,"",All,d,Cerebrovascular Disease,20,"",97.7421561919656,"",100.25148503457316
2086,2016,S08000017,"",75plus years,"",All,d,Cerebrovascular Disease,91,"",553.359683794466,"",626.7940175501042
2087,2016,S08000017,"",under75 years,"",All,d,Cerebrovascular Disease,27,"",20.2893105391696,"",16.316643474970093
2088,2016,S08000017,"",All,d,All,d,Cerebrovascular Disease,118,"",78.9192081326913,"",71.25960714173216
2089,2016,S08000019,"",0-44 years,"",All,d,Cerebrovascular Disease,3,"",1.85587290982314,"",2.111183636694661
2090,2016,S08000019,"",45-64 years,"",All,d,Cerebrovascular Disease,20,"",23.1572609591737,"",24.171159549724223
2091,2016,S08000019,"",65-74 years,"",All,d,Cerebrovascular Disease,30,"",93.1387767773983,"",97.16877082062769
2092,2016,S08000019,"",75plus years,"",All,d,Cerebrovascular Disease,158,"",651.412079983509,"",682.2635864171781
2093,2016,S08000019,"",under75 years,"",All,d,Cerebrovascular Disease,53,"",18.9133731822643,"",19.503425693030703
2094,2016,S08000019,"",All,d,All,d,Cerebrovascular Disease,211,"",69.2984760903836,"",79.15184015820395
2095,2016,S08000020,"",0-44 years,"",All,d,Cerebrovascular Disease,6,"",1.82893930664911,"",1.9292087915166136
2096,2016,S08000020,"",45-64 years,"",All,d,Cerebrovascular Disease,29,"",18.3912128053576,"",18.619442714213104
2097,2016,S08000020,"",65-74 years,"",All,d,Cerebrovascular Disease,53,"",92.1514761623257,"",99.98827223865476
2098,2016,S08000020,"",75plus years,"",All,d,Cerebrovascular Disease,378,"",842.94092723502,"",859.2932089869588
2099,2016,S08000020,"",under75 years,"",All,d,Cerebrovascular Disease,88,"",16.1985947719035,"",18.104058957960657
2100,2016,S08000020,"",All,d,All,d,Cerebrovascular Disease,466,"",79.2382247917021,"",93.81108246057047
2101,2016,S08000022,"",0-44 years,"",All,d,Cerebrovascular Disease,1,"",0.647752299520663,"",0.6874378661928633
2102,2016,S08000022,"",45-64 years,"",All,d,Cerebrovascular Disease,14,"",14.6003670949441,"",14.300315391235523
2103,2016,S08000022,"",65-74 years,"",All,d,Cerebrovascular Disease,32,"",78.425605960346,"",81.08316784370662
2104,2016,S08000022,"",75plus years,"",All,d,Cerebrovascular Disease,228,"",739.563398099192,"",749.4139969069323
2105,2016,S08000022,"",under75 years,"",All,d,Cerebrovascular Disease,47,"",16.1472630389149,"",13.928057857154675
2106,2016,S08000022,"",All,d,All,d,Cerebrovascular Disease,275,"",85.430257844051,"",80.12179237163467
2107,2016,S08000024,"",0-44 years,"",All,d,Cerebrovascular Disease,4,"",0.776935881424046,"",0.8226464253692186
2108,2016,S08000024,"",45-64 years,"",All,d,Cerebrovascular Disease,40,"",17.873739901337,"",18.297732637135184
2109,2016,S08000024,"",65-74 years,"",All,d,Cerebrovascular Disease,67,"",85.6470828859232,"",89.76642234900153
2110,2016,S08000024,"",75plus years,"",All,d,Cerebrovascular Disease,457,"",723.822798042352,"",717.4596518286137
2111,2016,S08000024,"",under75 years,"",All,d,Cerebrovascular Disease,111,"",13.5885699315552,"",16.174288533170728
2112,2016,S08000024,"",All,d,All,d,Cerebrovascular Disease,568,"",64.5454545454545,"",79.2899712297606
2113,2016,S08000025,"",0-44 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2114,2016,S08000025,"",45-64 years,"",All,d,Cerebrovascular Disease,,c,,c,14.77905315532785
2115,2016,S08000025,"",65-74 years,"",All,d,Cerebrovascular Disease,,c,,c,34.013605442176875
2116,2016,S08000025,"",75plus years,"",All,d,Cerebrovascular Disease,,c,,c,662.490683769235
2117,2016,S08000025,"",under75 years,"",All,d,Cerebrovascular Disease,,c,,c,8.228436986363134
2118,2016,S08000025,"",All,d,All,d,Cerebrovascular Disease,16,"",73.2265446224256,"",67.1120391968216
2119,2016,S08000026,"",0-44 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2120,2016,S08000026,"",45-64 years,"",All,d,Cerebrovascular Disease,,c,,c,14.23227065712427
2121,2016,S08000026,"",65-74 years,"",All,d,Cerebrovascular Disease,,c,,c,78.09344499929784
2122,2016,S08000026,"",75plus years,"",All,d,Cerebrovascular Disease,,c,,c,1061.7705131895289
2123,2016,S08000026,"",under75 years,"",All,d,Cerebrovascular Disease,,c,,c,13.155344449521102
2124,2016,S08000026,"",All,d,All,d,Cerebrovascular Disease,18,"",77.5862068965517,"",107.5307096361218
2125,2016,S08000028,"",0-44 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2126,2016,S08000028,"",45-64 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2127,2016,S08000028,"",65-74 years,"",All,d,Cerebrovascular Disease,,c,,c,109.86023292608397
2128,2016,S08000028,"",75plus years,"",All,d,Cerebrovascular Disease,,c,,c,1017.3866356892686
2129,2016,S08000028,"",under75 years,"",All,d,Cerebrovascular Disease,,c,,c,12.676180722240456
2130,2016,S08000028,"",All,d,All,d,Cerebrovascular Disease,34,"",126.39405204461,"",103.100121669273
2131,2016,S08000029,"",0-44 years,"",All,d,Cerebrovascular Disease,1,"",0.518489329489599,"",0.5495109352676119
2132,2016,S08000029,"",45-64 years,"",All,d,Cerebrovascular Disease,18,"",17.3403722399907,"",17.49791115624783
2133,2016,S08000029,"",65-74 years,"",All,d,Cerebrovascular Disease,34,"",80.7313308797341,"",81.84830499395034
2134,2016,S08000029,"",75plus years,"",All,d,Cerebrovascular Disease,214,"",678.438956345306,"",663.5538729603883
2135,2016,S08000029,"",under75 years,"",All,d,Cerebrovascular Disease,53,"",15.6440477350075,"",14.865664160236232
2136,2016,S08000029,"",All,d,All,d,Cerebrovascular Disease,267,"",72.0978586665947,"",73.2476029522499
2137,2016,S08000030,"",0-44 years,"",All,d,Cerebrovascular Disease,2,"",0.92766099556578,"",1.0887968499807863
2138,2016,S08000030,"",45-64 years,"",All,d,Cerebrovascular Disease,23,"",20.2636030448266,"",20.262848873406153
2139,2016,S08000030,"",65-74 years,"",All,d,Cerebrovascular Disease,30,"",64.2935213561647,"",65.35635861211838
2140,2016,S08000030,"",75plus years,"",All,d,Cerebrovascular Disease,313,"",788.234405298547,"",801.404194764128
2141,2016,S08000030,"",under75 years,"",All,d,Cerebrovascular Disease,55,"",14.6369633889627,"",14.087937257928226
2142,2016,S08000030,"",All,d,All,d,Cerebrovascular Disease,368,"",88.5743856355453,"",84.9464004334862
2143,2016,S08000031,"",0-44 years,"",All,d,Cerebrovascular Disease,12,"",1.81639294634072,"",1.981067943827192
2144,2016,S08000031,"",45-64 years,"",All,d,Cerebrovascular Disease,88,"",28.3736421761294,"",29.618568882032317
2145,2016,S08000031,"",65-74 years,"",All,d,Cerebrovascular Disease,125,"",121.603611140836,"",126.78367565441684
2146,2016,S08000031,"",75plus years,"",All,d,Cerebrovascular Disease,641,"",730.234677603099,"",732.5563396174655
2147,2016,S08000031,"",under75 years,"",All,d,Cerebrovascular Disease,225,"",20.9577212902505,"",24.42965207375716
2148,2016,S08000031,"",All,d,All,d,Cerebrovascular Disease,866,"",74.567106090221,"",88.1610539526909
2149,2016,S08000032,"",0-44 years,"",All,d,Cerebrovascular Disease,10,"",2.84741284069295,"",2.960834831995449
2150,2016,S08000032,"",45-64 years,"",All,d,Cerebrovascular Disease,44,"",23.228558456779,"",23.91047057383933
2151,2016,S08000032,"",65-74 years,"",All,d,Cerebrovascular Disease,69,"",104.778825566033,"",109.18982391449867
2152,2016,S08000032,"",75plus years,"",All,d,Cerebrovascular Disease,389,"",777.704472300526,"",832.8918496639368
2153,2016,S08000032,"",under75 years,"",All,d,Cerebrovascular Disease,123,"",20.2812665403622,"",21.31874398062344
2154,2016,S08000032,"",All,d,All,d,Cerebrovascular Disease,512,"",77.9905253697695,"",94.36032349212164
2155,2016,S92000003,d,0-44 years,"",All,d,Cerebrovascular Disease,45,"",1.54398663525169,"",1.660662483413197
2156,2016,S92000003,d,45-64 years,"",All,d,Cerebrovascular Disease,319,"",21.3905177645233,"",21.75142934001881
2157,2016,S92000003,d,65-74 years,"",All,d,Cerebrovascular Disease,531,"",95.410417523893,"",99.43102707724442
2158,2016,S92000003,d,75plus years,"",All,d,Cerebrovascular Disease,3258,"",736.58912660606,"",758.6840060063525
2159,2016,S92000003,d,under75 years,"",All,d,Cerebrovascular Disease,895,"",18.0356606321429,"",18.792466328855795
2160,2016,S92000003,d,All,d,All,d,Cerebrovascular Disease,4153,"",76.8405276888634,"",85.38270489983051
2161,2017,S08000015,"",0-44 years,"",All,d,Cerebrovascular Disease,2,"",1.11468429354096,"",1.2464378624044352
2162,2017,S08000015,"",45-64 years,"",All,d,Cerebrovascular Disease,17,"",15.5535224153705,"",15.760409279327003
2163,2017,S08000015,"",65-74 years,"",All,d,Cerebrovascular Disease,41,"",88.7791780347321,"",88.91252270688506
2164,2017,S08000015,"",75plus years,"",All,d,Cerebrovascular Disease,259,"",729.474721870159,"",755.3517379313948
2165,2017,S08000015,"",under75 years,"",All,d,Cerebrovascular Disease,60,"",17.9155282841403,"",15.588351416420863
2166,2017,S08000015,"",All,d,All,d,Cerebrovascular Disease,319,"",86.1207850759969,"",82.16705620276852
2167,2017,S08000016,"",0-44 years,"",All,d,Cerebrovascular Disease,0,"",0,"",0
2168,2017,S08000016,"",45-64 years,"",All,d,Cerebrovascular Disease,3,"",8.44356881508584,"",8.347413476192086
2169,2017,S08000016,"",65-74 years,"",All,d,Cerebrovascular Disease,6,"",38.1800827235126,"",38.93393387211498
2170,2017,S08000016,"",75plus years,"",All,d,Cerebrovascular Disease,67,"",559.078771695594,"",559.4425600108297
2171,2017,S08000016,"",under75 years,"",All,d,Cerebrovascular Disease,9,"",8.73481113397259,"",6.923217173365908
2172,2017,S08000016,"",All,d,All,d,Cerebrovascular Disease,76,"",66.075465136498,"",56.64995802873764
